<Date>, <Time>, <Price>, <Volume>
8/8/2022,14:07:35.219,1.01995,150
8/8/2022,14:07:36.277,1.01994,150
8/8/2022,14:07:38.393,1.01993,150
8/8/2022,14:07:39.451,1.01989,150
8/8/2022,14:07:41.567,1.01988,201
8/8/2022,14:07:45.798,1.01988,200
8/8/2022,14:07:46.857,1.01990,150
8/8/2022,14:07:54.268,1.01994,150
8/8/2022,14:08:10.145,1.01994,200
8/8/2022,14:08:11.204,1.01994,150
8/8/2022,14:08:12.263,1.01990,150
8/8/2022,14:08:22.840,1.01992,200
8/8/2022,14:08:23.897,1.01992,150
8/8/2022,14:08:26.010,1.01992,200
8/8/2022,14:08:27.069,1.01991,150
8/8/2022,14:08:28.128,1.01989,200
8/8/2022,14:08:29.187,1.01986,100
8/8/2022,14:08:30.245,1.01982,152
8/8/2022,14:08:32.362,1.01982,252
8/8/2022,14:08:34.478,1.01982,150
8/8/2022,14:08:35.537,1.01987,200
8/8/2022,14:08:36.596,1.01990,150
8/8/2022,14:08:38.713,1.01986,100
8/8/2022,14:08:39.772,1.01985,250
8/8/2022,14:08:40.830,1.01986,150
8/8/2022,14:08:42.947,1.01988,150
8/8/2022,14:08:49.298,1.01985,150
8/8/2022,14:08:50.354,1.01984,150
8/8/2022,14:08:53.529,1.01982,150
8/8/2022,14:08:54.586,1.01980,150
8/8/2022,14:08:55.643,1.01981,150
8/8/2022,14:08:56.700,1.01983,100
8/8/2022,14:08:58.815,1.01984,200
8/8/2022,14:09:03.042,1.01985,200
8/8/2022,14:09:05.158,1.01985,250
8/8/2022,14:09:07.274,1.01985,200
8/8/2022,14:09:09.392,1.01988,150
8/8/2022,14:09:10.451,1.01986,150
8/8/2022,14:09:13.628,1.01984,250
8/8/2022,14:09:14.687,1.01985,150
8/8/2022,14:09:18.919,1.01979,150
8/8/2022,14:09:21.036,1.01984,150
8/8/2022,14:09:24.211,1.01984,200
8/8/2022,14:09:25.270,1.01983,150
8/8/2022,14:09:26.327,1.01980,150
8/8/2022,14:09:27.385,1.01983,300
8/8/2022,14:09:28.443,1.01984,100
8/8/2022,14:09:30.559,1.01984,149
8/8/2022,14:09:32.677,1.01987,450
8/8/2022,14:09:33.737,1.01985,250
8/8/2022,14:09:36.911,1.01985,200
8/8/2022,14:09:37.968,1.01980,200
8/8/2022,14:09:39.026,1.01979,300
8/8/2022,14:09:40.083,1.01977,200
8/8/2022,14:09:42.197,1.01979,100
8/8/2022,14:09:44.310,1.01984,100
8/8/2022,14:09:47.482,1.01981,94
8/8/2022,14:09:48.538,1.01984,194
8/8/2022,14:09:49.595,1.01987,94
8/8/2022,14:09:55.938,1.01987,100
8/8/2022,14:09:56.994,1.01985,200
8/8/2022,14:09:59.108,1.01986,250
8/8/2022,14:10:00.165,1.01986,150
8/8/2022,14:10:01.221,1.01986,300
8/8/2022,14:10:02.277,1.01986,250
8/8/2022,14:10:03.335,1.01986,300
8/8/2022,14:10:04.393,1.01986,150
8/8/2022,14:10:05.451,1.01984,150
8/8/2022,14:10:11.796,1.01985,150
8/8/2022,14:10:21.307,1.01993,200
8/8/2022,14:10:22.363,1.01994,150
8/8/2022,14:10:24.479,1.01992,200
8/8/2022,14:10:25.535,1.01992,250
8/8/2022,14:10:26.591,1.01991,200
8/8/2022,14:10:27.816,1.01991,190
8/8/2022,14:10:28.704,1.01991,150
8/8/2022,14:10:30.817,1.01989,150
8/8/2022,14:10:31.875,1.01990,150
8/8/2022,14:10:32.931,1.01989,200
8/8/2022,14:10:33.987,1.01987,200
8/8/2022,14:10:37.157,1.01987,150
8/8/2022,14:10:38.216,1.01987,300
8/8/2022,14:10:39.273,1.01988,100
8/8/2022,14:10:40.330,1.01989,100
8/8/2022,14:10:43.505,1.01984,100
8/8/2022,14:10:50.912,1.01981,150
8/8/2022,14:10:51.970,1.01981,100
8/8/2022,14:10:53.028,1.01988,200
8/8/2022,14:10:54.086,1.01989,100
8/8/2022,14:10:56.203,1.01989,50
8/8/2022,14:10:57.261,1.01988,100
8/8/2022,14:10:58.320,1.01984,100
8/8/2022,14:10:59.378,1.01983,100
8/8/2022,14:11:00.436,1.01983,200
8/8/2022,14:11:01.494,1.01989,150
8/8/2022,14:11:06.786,1.01991,100
8/8/2022,14:11:08.901,1.01993,149
8/8/2022,14:11:09.958,1.01993,150
8/8/2022,14:11:11.014,1.01989,150
8/8/2022,14:11:12.070,1.01990,100
8/8/2022,14:11:13.127,1.01990,150
8/8/2022,14:11:14.185,1.01989,200
8/8/2022,14:11:15.244,1.01994,100
8/8/2022,14:11:16.302,1.01997,100
8/8/2022,14:11:20.530,1.01995,50
8/8/2022,14:11:21.588,1.01993,200
8/8/2022,14:11:23.705,1.01996,100
8/8/2022,14:11:24.764,1.01995,200
8/8/2022,14:11:25.823,1.01995,300
8/8/2022,14:11:26.881,1.01994,150
8/8/2022,14:11:30.058,1.01993,250
8/8/2022,14:11:31.114,1.01993,300
8/8/2022,14:11:32.170,1.02004,150
8/8/2022,14:11:33.227,1.02005,150
8/8/2022,14:11:34.284,1.02004,150
8/8/2022,14:11:36.396,1.02004,100
8/8/2022,14:11:37.453,1.02004,200
8/8/2022,14:11:38.510,1.02004,150
8/8/2022,14:11:39.567,1.02004,100
8/8/2022,14:11:42.740,1.02004,200
8/8/2022,14:11:43.796,1.02005,150
8/8/2022,14:11:55.428,1.02006,150
8/8/2022,14:11:57.545,1.02014,200
8/8/2022,14:11:59.661,1.02014,150
8/8/2022,14:12:03.895,1.02010,100
8/8/2022,14:12:06.009,1.02012,100
8/8/2022,14:12:06.341,1.02012,99
8/8/2022,14:12:07.066,1.02012,100
8/8/2022,14:12:08.124,1.02011,150
8/8/2022,14:12:11.298,1.02012,100
8/8/2022,14:12:16.590,1.02008,100
8/8/2022,14:12:17.649,1.02007,150
8/8/2022,14:12:19.767,1.02006,200
8/8/2022,14:12:20.826,1.02004,150
8/8/2022,14:12:21.885,1.02005,200
8/8/2022,14:12:22.943,1.02005,150
8/8/2022,14:12:28.236,1.01996,100
8/8/2022,14:12:29.295,1.01997,100
8/8/2022,14:12:30.353,1.01995,50
8/8/2022,14:12:31.411,1.01994,150
8/8/2022,14:12:32.469,1.01995,50
8/8/2022,14:12:34.587,1.01994,150
8/8/2022,14:12:36.704,1.01995,50
8/8/2022,14:12:37.763,1.01996,50
8/8/2022,14:12:40.937,1.01996,100
8/8/2022,14:12:46.226,1.01988,150
8/8/2022,14:12:47.283,1.01984,150
8/8/2022,14:12:49.399,1.01983,150
8/8/2022,14:12:50.457,1.01981,150
8/8/2022,14:12:51.515,1.01977,50
8/8/2022,14:12:53.629,1.01979,200
8/8/2022,14:12:54.687,1.01982,200
8/8/2022,14:12:55.744,1.01984,50
8/8/2022,14:12:58.915,1.01984,150
8/8/2022,14:12:59.973,1.01984,50
8/8/2022,14:13:01.030,1.01984,250
8/8/2022,14:13:02.088,1.01984,150
8/8/2022,14:13:04.204,1.01984,50
8/8/2022,14:13:05.262,1.01984,150
8/8/2022,14:13:07.374,1.01983,200
8/8/2022,14:13:08.429,1.01984,100
8/8/2022,14:13:10.541,1.01983,250
8/8/2022,14:13:11.598,1.01983,200
8/8/2022,14:13:12.654,1.01978,95
8/8/2022,14:13:14.767,1.01979,50
8/8/2022,14:13:15.825,1.01979,150
8/8/2022,14:13:17.937,1.01979,250
8/8/2022,14:13:18.994,1.01979,150
8/8/2022,14:13:20.051,1.01979,100
8/8/2022,14:13:21.107,1.01976,200
8/8/2022,14:13:22.164,1.01978,150
8/8/2022,14:13:26.397,1.01975,300
8/8/2022,14:13:27.454,1.01975,250
8/8/2022,14:13:29.568,1.01975,200
8/8/2022,14:13:31.684,1.01975,50
8/8/2022,14:13:32.741,1.01977,50
8/8/2022,14:13:33.800,1.01978,50
8/8/2022,14:13:34.858,1.01978,100
8/8/2022,14:13:36.972,1.01979,50
8/8/2022,14:13:38.028,1.01983,50
8/8/2022,14:13:39.084,1.01983,300
8/8/2022,14:13:40.142,1.01983,150
8/8/2022,14:13:41.200,1.01983,100
8/8/2022,14:13:42.257,1.01979,150
8/8/2022,14:13:44.373,1.01978,150
8/8/2022,14:13:47.546,1.01979,150
8/8/2022,14:13:48.602,1.01980,50
8/8/2022,14:13:49.658,1.01979,100
8/8/2022,14:13:50.715,1.01982,200
8/8/2022,14:13:51.773,1.01983,300
8/8/2022,14:13:52.832,1.01983,200
8/8/2022,14:13:53.890,1.01985,300
8/8/2022,14:13:54.949,1.01988,50
8/8/2022,14:13:56.007,1.01988,200
8/8/2022,14:13:57.065,1.01987,250
8/8/2022,14:13:58.124,1.01987,50
8/8/2022,14:13:59.182,1.01986,150
8/8/2022,14:14:00.240,1.01986,200
8/8/2022,14:14:01.298,1.01985,50
8/8/2022,14:14:04.472,1.01985,150
8/8/2022,14:14:06.588,1.01985,250
8/8/2022,14:14:10.818,1.01986,50
8/8/2022,14:14:11.875,1.01985,250
8/8/2022,14:14:16.107,1.01970,100
8/8/2022,14:14:17.165,1.01973,150
8/8/2022,14:14:18.224,1.01975,50
8/8/2022,14:14:19.282,1.01977,200
8/8/2022,14:14:20.341,1.01979,50
8/8/2022,14:14:24.570,1.01981,50
8/8/2022,14:14:26.685,1.01986,50
8/8/2022,14:14:28.802,1.01978,300
8/8/2022,14:14:29.860,1.01977,250
8/8/2022,14:14:30.918,1.01978,100
8/8/2022,14:14:31.975,1.01977,250
8/8/2022,14:14:33.034,1.01978,50
8/8/2022,14:14:37.268,1.01977,50
8/8/2022,14:14:41.503,1.01975,300
8/8/2022,14:14:42.562,1.01977,50
8/8/2022,14:14:45.733,1.01976,350
8/8/2022,14:14:48.908,1.01977,150
8/8/2022,14:14:49.967,1.01978,50
8/8/2022,14:14:51.025,1.01979,100
8/8/2022,14:14:52.083,1.01978,250
8/8/2022,14:14:53.142,1.01978,200
8/8/2022,14:14:54.200,1.01978,150
8/8/2022,14:14:55.258,1.01979,150
8/8/2022,14:14:56.315,1.01986,150
8/8/2022,14:15:00.546,1.01980,100
8/8/2022,14:15:01.605,1.01979,150
8/8/2022,14:15:02.663,1.01978,300
8/8/2022,14:15:03.721,1.01979,50
8/8/2022,14:15:05.837,1.01977,300
8/8/2022,14:15:06.895,1.01977,350
8/8/2022,14:15:07.951,1.01974,50
8/8/2022,14:15:11.122,1.01974,350
8/8/2022,14:15:12.179,1.01974,250
8/8/2022,14:15:14.292,1.01976,150
8/8/2022,14:15:15.349,1.01975,200
8/8/2022,14:15:17.465,1.01977,150
8/8/2022,14:15:18.524,1.01977,50
8/8/2022,14:15:20.639,1.01977,150
8/8/2022,14:15:22.755,1.01974,50
8/8/2022,14:15:25.930,1.01974,150
8/8/2022,14:15:26.989,1.01974,100
8/8/2022,14:15:29.106,1.01974,250
8/8/2022,14:15:32.280,1.01974,350
8/8/2022,14:15:37.574,1.01974,100
8/8/2022,14:15:38.631,1.01974,150
8/8/2022,14:15:41.806,1.01974,100
8/8/2022,14:15:43.920,1.01974,50
8/8/2022,14:15:47.091,1.01974,150
8/8/2022,14:15:48.149,1.01976,150
8/8/2022,14:15:49.206,1.01976,50
8/8/2022,14:15:50.263,1.01976,150
8/8/2022,14:15:53.434,1.01973,150
8/8/2022,14:15:54.490,1.01970,200
8/8/2022,14:15:55.547,1.01965,200
8/8/2022,14:15:56.606,1.01968,50
8/8/2022,14:15:57.664,1.01968,144
8/8/2022,14:15:58.721,1.01968,50
8/8/2022,14:16:06.127,1.01966,100
8/8/2022,14:16:07.186,1.01965,150
8/8/2022,14:16:08.244,1.01964,200
8/8/2022,14:16:09.303,1.01961,150
8/8/2022,14:16:10.362,1.01960,50
8/8/2022,14:16:11.420,1.01961,200
8/8/2022,14:16:12.476,1.01962,100
8/8/2022,14:16:14.591,1.01962,150
8/8/2022,14:16:19.877,1.01960,400
8/8/2022,14:16:25.160,1.01952,300
8/8/2022,14:16:26.219,1.01954,150
8/8/2022,14:16:27.277,1.01952,50
8/8/2022,14:16:28.336,1.01948,350
8/8/2022,14:16:29.395,1.01950,250
8/8/2022,14:16:33.629,1.01948,250
8/8/2022,14:16:36.803,1.01949,100
8/8/2022,14:16:37.861,1.01948,150
8/8/2022,14:16:42.094,1.01954,150
8/8/2022,14:16:43.153,1.01954,100
8/8/2022,14:16:45.270,1.01953,150
8/8/2022,14:16:46.329,1.01952,200
8/8/2022,14:16:47.387,1.01953,250
8/8/2022,14:16:48.446,1.01953,200
8/8/2022,14:16:49.503,1.01954,100
8/8/2022,14:16:50.560,1.01959,100
8/8/2022,14:16:53.732,1.01961,249
8/8/2022,14:16:54.790,1.01961,199
8/8/2022,14:16:55.849,1.01963,149
8/8/2022,14:16:56.907,1.01960,200
8/8/2022,14:17:00.079,1.01964,50
8/8/2022,14:17:01.137,1.01963,250
8/8/2022,14:17:02.194,1.01964,100
8/8/2022,14:17:04.309,1.01966,250
8/8/2022,14:17:05.368,1.01966,100
8/8/2022,14:17:06.426,1.01960,300
8/8/2022,14:17:06.821,1.01960,299
8/8/2022,14:17:07.484,1.01960,300
8/8/2022,14:17:09.599,1.01960,200
8/8/2022,14:17:10.657,1.01960,250
8/8/2022,14:17:14.889,1.01960,300
8/8/2022,14:17:18.066,1.01965,100
8/8/2022,14:17:19.125,1.01964,100
8/8/2022,14:17:20.184,1.01964,200
8/8/2022,14:17:22.301,1.01966,150
8/8/2022,14:17:23.360,1.01965,100
8/8/2022,14:17:27.595,1.01957,150
8/8/2022,14:17:28.654,1.01956,300
8/8/2022,14:17:31.830,1.01957,150
8/8/2022,14:17:33.947,1.01956,300
8/8/2022,14:17:35.006,1.01957,50
8/8/2022,14:17:36.063,1.01957,300
8/8/2022,14:17:37.121,1.01960,200
8/8/2022,14:17:38.179,1.01961,250
8/8/2022,14:17:39.237,1.01964,150
8/8/2022,14:17:44.528,1.01965,100
8/8/2022,14:17:48.761,1.01967,150
8/8/2022,14:17:49.819,1.01967,100
8/8/2022,14:17:50.878,1.01964,300
8/8/2022,14:17:51.936,1.01965,100
8/8/2022,14:18:02.518,1.01964,250
8/8/2022,14:18:03.577,1.01965,100
8/8/2022,14:18:19.451,1.01964,250
8/8/2022,14:18:22.622,1.01958,150
8/8/2022,14:18:23.679,1.01958,250
8/8/2022,14:18:24.736,1.01959,50
8/8/2022,14:18:25.793,1.01958,300
8/8/2022,14:18:27.906,1.01958,200
8/8/2022,14:18:28.964,1.01958,150
8/8/2022,14:18:30.022,1.01955,200
8/8/2022,14:18:31.080,1.01956,100
8/8/2022,14:18:37.425,1.01957,150
8/8/2022,14:18:40.599,1.01958,150
8/8/2022,14:18:42.713,1.01958,100
8/8/2022,14:18:46.945,1.01958,250
8/8/2022,14:18:48.004,1.01958,200
8/8/2022,14:18:52.233,1.01958,100
8/8/2022,14:18:53.291,1.01951,200
8/8/2022,14:18:54.347,1.01949,200
8/8/2022,14:18:55.405,1.01949,100
8/8/2022,14:18:56.463,1.01947,150
8/8/2022,14:18:57.522,1.01944,100
8/8/2022,14:18:58.580,1.01943,300
8/8/2022,14:18:59.637,1.01945,100
8/8/2022,14:19:00.695,1.01944,200
8/8/2022,14:19:01.753,1.01939,200
8/8/2022,14:19:02.811,1.01940,300
8/8/2022,14:19:04.927,1.01939,250
8/8/2022,14:19:05.985,1.01940,150
8/8/2022,14:19:07.043,1.01940,250
8/8/2022,14:19:08.100,1.01934,100
8/8/2022,14:19:09.158,1.01934,200
8/8/2022,14:19:10.218,1.01934,250
8/8/2022,14:19:11.275,1.01935,50
8/8/2022,14:19:12.333,1.01935,150
8/8/2022,14:19:13.390,1.01933,300
8/8/2022,14:19:15.506,1.01942,150
8/8/2022,14:19:16.563,1.01944,250
8/8/2022,14:19:17.621,1.01945,50
8/8/2022,14:19:18.679,1.01946,100
8/8/2022,14:19:19.738,1.01941,250
8/8/2022,14:19:20.796,1.01941,100
8/8/2022,14:19:21.853,1.01937,300
8/8/2022,14:19:23.968,1.01936,150
8/8/2022,14:19:25.025,1.01936,250
8/8/2022,14:19:28.196,1.01938,200
8/8/2022,14:19:29.254,1.01937,300
8/8/2022,14:19:33.487,1.01937,250
8/8/2022,14:19:34.544,1.01937,150
8/8/2022,14:19:36.658,1.01940,200
8/8/2022,14:19:37.716,1.01940,250
8/8/2022,14:19:38.774,1.01940,200
8/8/2022,14:19:40.890,1.01939,250
8/8/2022,14:19:44.061,1.01940,250
8/8/2022,14:19:48.293,1.01941,100
8/8/2022,14:19:53.583,1.01948,100
8/8/2022,14:19:54.641,1.01947,295
8/8/2022,14:19:55.700,1.01944,150
8/8/2022,14:19:56.757,1.01944,200
8/8/2022,14:19:57.814,1.01946,150
8/8/2022,14:19:59.930,1.01941,150
8/8/2022,14:20:00.989,1.01947,150
8/8/2022,14:20:02.047,1.01953,150
8/8/2022,14:20:03.105,1.01954,150
8/8/2022,14:20:04.163,1.01953,150
8/8/2022,14:20:05.220,1.01952,150
8/8/2022,14:20:06.279,1.01953,150
8/8/2022,14:20:07.338,1.01954,150
8/8/2022,14:20:08.396,1.01953,200
8/8/2022,14:20:10.514,1.01955,150
8/8/2022,14:20:11.572,1.01953,150
8/8/2022,14:20:12.631,1.01958,150
8/8/2022,14:20:13.690,1.01963,300
8/8/2022,14:20:14.748,1.01965,200
8/8/2022,14:20:15.807,1.01961,150
8/8/2022,14:20:16.866,1.01963,150
8/8/2022,14:20:18.983,1.01963,300
8/8/2022,14:20:20.042,1.01967,200
8/8/2022,14:20:21.101,1.01967,100
8/8/2022,14:20:24.277,1.01973,200
8/8/2022,14:20:25.335,1.01972,200
8/8/2022,14:20:26.392,1.01972,100
8/8/2022,14:20:27.451,1.01972,400
8/8/2022,14:20:28.509,1.01973,250
8/8/2022,14:20:29.567,1.01975,200
8/8/2022,14:20:30.626,1.01976,100
8/8/2022,14:20:31.684,1.01973,300
8/8/2022,14:20:32.742,1.01972,50
8/8/2022,14:20:33.800,1.01974,100
8/8/2022,14:20:34.859,1.01969,150
8/8/2022,14:20:35.917,1.01968,200
8/8/2022,14:20:36.975,1.01970,150
8/8/2022,14:20:38.034,1.01974,100
8/8/2022,14:20:39.091,1.01973,200
8/8/2022,14:20:40.149,1.01968,200
8/8/2022,14:20:42.264,1.01968,150
8/8/2022,14:20:43.322,1.01968,200
8/8/2022,14:20:44.380,1.01969,150
8/8/2022,14:20:45.438,1.01968,100
8/8/2022,14:20:46.494,1.01973,300
8/8/2022,14:20:47.553,1.01977,200
8/8/2022,14:20:48.609,1.01983,100
8/8/2022,14:20:49.667,1.01985,100
8/8/2022,14:20:50.725,1.01984,100
8/8/2022,14:20:51.781,1.01982,300
8/8/2022,14:20:52.839,1.01984,250
8/8/2022,14:20:53.896,1.01983,200
8/8/2022,14:20:56.011,1.01983,350
8/8/2022,14:20:57.069,1.01983,300
8/8/2022,14:20:58.126,1.01983,100
8/8/2022,14:20:59.184,1.01974,300
8/8/2022,14:21:00.243,1.01970,150
8/8/2022,14:21:01.301,1.01972,200
8/8/2022,14:21:02.358,1.01969,150
8/8/2022,14:21:03.415,1.01969,200
8/8/2022,14:21:04.474,1.01968,150
8/8/2022,14:21:05.531,1.01967,200
8/8/2022,14:21:06.588,1.01968,200
8/8/2022,14:21:07.643,1.01968,150
8/8/2022,14:21:10.813,1.01964,50
8/8/2022,14:21:11.870,1.01961,300
8/8/2022,14:21:12.927,1.01962,100
8/8/2022,14:21:13.983,1.01961,200
8/8/2022,14:21:15.038,1.01962,150
8/8/2022,14:21:16.097,1.01960,150
8/8/2022,14:21:17.153,1.01957,250
8/8/2022,14:21:18.211,1.01958,100
8/8/2022,14:21:19.270,1.01957,250
8/8/2022,14:21:21.384,1.01958,100
8/8/2022,14:21:24.557,1.01959,150
8/8/2022,14:21:26.672,1.01958,50
8/8/2022,14:21:27.730,1.01957,300
8/8/2022,14:21:28.788,1.01955,250
8/8/2022,14:21:29.845,1.01954,300
8/8/2022,14:21:30.904,1.01955,50
8/8/2022,14:21:34.078,1.01954,400
8/8/2022,14:21:37.252,1.01954,300
8/8/2022,14:21:42.540,1.01954,400
8/8/2022,14:21:45.715,1.01952,200
8/8/2022,14:21:47.829,1.01954,100
8/8/2022,14:21:48.888,1.01953,200
8/8/2022,14:21:49.947,1.01953,100
8/8/2022,14:21:52.063,1.01952,250
8/8/2022,14:21:53.121,1.01939,300
8/8/2022,14:21:54.179,1.01937,300
8/8/2022,14:21:55.237,1.01936,150
8/8/2022,14:21:56.296,1.01932,150
8/8/2022,14:21:57.354,1.01934,200
8/8/2022,14:21:58.413,1.01935,350
8/8/2022,14:21:59.471,1.01935,300
8/8/2022,14:22:00.528,1.01937,150
8/8/2022,14:22:01.585,1.01940,150
8/8/2022,14:22:02.642,1.01943,50
8/8/2022,14:22:03.699,1.01942,150
8/8/2022,14:22:04.756,1.01942,250
8/8/2022,14:22:05.814,1.01942,100
8/8/2022,14:22:06.871,1.01941,300
8/8/2022,14:22:07.030,1.01941,299
8/8/2022,14:22:07.929,1.01942,100
8/8/2022,14:22:08.986,1.01942,150
8/8/2022,14:22:11.101,1.01945,250
8/8/2022,14:22:12.158,1.01949,150
8/8/2022,14:22:13.216,1.01948,200
8/8/2022,14:22:14.274,1.01949,150
8/8/2022,14:22:15.333,1.01949,200
8/8/2022,14:22:16.391,1.01952,50
8/8/2022,14:22:18.509,1.01954,150
8/8/2022,14:22:19.567,1.01952,50
8/8/2022,14:22:20.625,1.01953,350
8/8/2022,14:22:21.682,1.01954,100
8/8/2022,14:22:22.738,1.01953,100
8/8/2022,14:22:23.795,1.01952,200
8/8/2022,14:22:25.911,1.01954,150
8/8/2022,14:22:26.968,1.01954,200
8/8/2022,14:22:29.082,1.01955,150
8/8/2022,14:22:31.198,1.01955,50
8/8/2022,14:22:35.430,1.01954,200
8/8/2022,14:22:36.486,1.01960,200
8/8/2022,14:22:37.542,1.01964,150
8/8/2022,14:22:38.596,1.01955,100
8/8/2022,14:22:39.653,1.01954,200
8/8/2022,14:22:40.712,1.01953,100
8/8/2022,14:22:41.770,1.01953,150
8/8/2022,14:22:42.828,1.01955,100
8/8/2022,14:22:43.883,1.01954,350
8/8/2022,14:22:44.939,1.01955,100
8/8/2022,14:22:47.052,1.01957,150
8/8/2022,14:22:49.164,1.01955,100
8/8/2022,14:22:51.280,1.01956,100
8/8/2022,14:22:52.335,1.01957,100
8/8/2022,14:22:54.447,1.01957,200
8/8/2022,14:22:57.616,1.01965,150
8/8/2022,14:22:59.733,1.01964,150
8/8/2022,14:23:00.792,1.01964,100
8/8/2022,14:23:01.850,1.01959,200
8/8/2022,14:23:03.965,1.01960,300
8/8/2022,14:23:05.023,1.01962,300
8/8/2022,14:23:06.081,1.01967,100
8/8/2022,14:23:10.312,1.01966,150
8/8/2022,14:23:11.369,1.01965,200
8/8/2022,14:23:12.427,1.01965,150
8/8/2022,14:23:13.486,1.01965,100
8/8/2022,14:23:14.544,1.01965,150
8/8/2022,14:23:15.601,1.01963,150
8/8/2022,14:23:16.658,1.01958,151
8/8/2022,14:23:18.777,1.01952,100
8/8/2022,14:23:19.834,1.01954,100
8/8/2022,14:23:20.893,1.01954,200
8/8/2022,14:23:23.012,1.01954,250
8/8/2022,14:23:26.189,1.01944,400
8/8/2022,14:23:27.248,1.01947,100
8/8/2022,14:23:28.307,1.01949,200
8/8/2022,14:23:29.365,1.01948,150
8/8/2022,14:23:36.777,1.01947,200
8/8/2022,14:23:37.835,1.01948,100
8/8/2022,14:23:38.895,1.01948,150
8/8/2022,14:23:39.812,1.01948,149
8/8/2022,14:23:39.953,1.01950,100
8/8/2022,14:23:41.012,1.01949,150
8/8/2022,14:23:42.071,1.01948,150
8/8/2022,14:23:49.485,1.01946,2
8/8/2022,14:23:50.543,1.01948,150
8/8/2022,14:23:55.827,1.01949,150
8/8/2022,14:23:59.001,1.01947,4
8/8/2022,14:24:01.117,1.01946,150
8/8/2022,14:24:02.174,1.01933,50
8/8/2022,14:24:03.231,1.01935,300
8/8/2022,14:24:04.290,1.01933,200
8/8/2022,14:24:05.183,1.01933,199
8/8/2022,14:24:05.348,1.01930,250
8/8/2022,14:24:06.408,1.01930,200
8/8/2022,14:24:08.524,1.01924,200
8/8/2022,14:24:11.700,1.01928,50
8/8/2022,14:24:12.759,1.01926,200
8/8/2022,14:24:13.817,1.01927,50
8/8/2022,14:24:19.110,1.01926,150
8/8/2022,14:24:20.167,1.01926,50
8/8/2022,14:24:21.224,1.01928,50
8/8/2022,14:24:22.281,1.01932,50
8/8/2022,14:24:24.399,1.01927,300
8/8/2022,14:24:25.457,1.01927,200
8/8/2022,14:24:26.515,1.01927,150
8/8/2022,14:24:27.574,1.01928,50
8/8/2022,14:24:28.632,1.01927,100
8/8/2022,14:24:29.688,1.01928,100
8/8/2022,14:24:30.555,1.01928,99
8/8/2022,14:24:30.745,1.01927,250
8/8/2022,14:24:31.801,1.01926,150
8/8/2022,14:24:33.913,1.01925,50
8/8/2022,14:24:37.086,1.01924,350
8/8/2022,14:24:38.144,1.01925,150
8/8/2022,14:24:39.202,1.01924,150
8/8/2022,14:24:42.378,1.01919,100
8/8/2022,14:24:43.437,1.01917,250
8/8/2022,14:24:44.495,1.01919,150
8/8/2022,14:24:49.787,1.01915,150
8/8/2022,14:24:50.846,1.01916,50
8/8/2022,14:24:51.905,1.01912,200
8/8/2022,14:24:52.963,1.01911,200
8/8/2022,14:24:54.022,1.01905,150
8/8/2022,14:24:55.081,1.01905,50
8/8/2022,14:24:55.981,1.01905,49
8/8/2022,14:24:56.139,1.01899,50
8/8/2022,14:24:57.198,1.01898,150
8/8/2022,14:24:58.256,1.01896,100
8/8/2022,14:24:59.315,1.01894,150
8/8/2022,14:25:00.372,1.01897,50
8/8/2022,14:25:01.430,1.01912,250
8/8/2022,14:25:02.490,1.01910,300
8/8/2022,14:25:03.549,1.01908,200
8/8/2022,14:25:04.606,1.01908,300
8/8/2022,14:25:05.664,1.01908,150
8/8/2022,14:25:06.723,1.01902,150
8/8/2022,14:25:07.782,1.01903,200
8/8/2022,14:25:08.840,1.01904,50
8/8/2022,14:25:09.898,1.01903,200
8/8/2022,14:25:10.957,1.01907,150
8/8/2022,14:25:12.015,1.01899,150
8/8/2022,14:25:15.188,1.01899,50
8/8/2022,14:25:16.246,1.01898,150
8/8/2022,14:25:17.303,1.01898,200
8/8/2022,14:25:20.478,1.01898,150
8/8/2022,14:25:21.364,1.01898,149
8/8/2022,14:25:21.536,1.01908,200
8/8/2022,14:25:22.594,1.01901,150
8/8/2022,14:25:23.652,1.01901,300
8/8/2022,14:25:24.710,1.01898,150
8/8/2022,14:25:25.767,1.01901,50
8/8/2022,14:25:26.825,1.01903,150
8/8/2022,14:25:27.884,1.01908,50
8/8/2022,14:25:28.942,1.01913,50
8/8/2022,14:25:30.000,1.01912,400
8/8/2022,14:25:31.058,1.01912,300
8/8/2022,14:25:32.116,1.01913,50
8/8/2022,14:25:33.174,1.01916,200
8/8/2022,14:25:34.232,1.01917,50
8/8/2022,14:25:35.291,1.01917,200
8/8/2022,14:25:37.407,1.01919,100
8/8/2022,14:25:38.463,1.01919,50
8/8/2022,14:25:39.519,1.01917,200
8/8/2022,14:25:42.691,1.01918,50
8/8/2022,14:25:43.748,1.01920,150
8/8/2022,14:25:44.805,1.01919,100
8/8/2022,14:25:45.862,1.01919,150
8/8/2022,14:25:46.800,1.01919,149
8/8/2022,14:25:46.918,1.01920,50
8/8/2022,14:25:47.974,1.01920,200
8/8/2022,14:25:51.143,1.01921,100
8/8/2022,14:25:53.260,1.01928,50
8/8/2022,14:25:54.319,1.01924,150
8/8/2022,14:25:58.549,1.01922,200
8/8/2022,14:26:03.839,1.01915,200
8/8/2022,14:26:05.953,1.01915,150
8/8/2022,14:26:07.010,1.01917,200
8/8/2022,14:26:09.124,1.01913,150
8/8/2022,14:26:13.355,1.01912,250
